33D64A35-80B8-424D-9879-82A52EC4D137,大河源,敬畏自然、文化传承、人与自然、反思自我、探寻本源
541AF144-C93B-4EF9-B023-C99277DFC718,逛动物园是件正经事,关爱动物、和谐共生、探索自然、敬畏生命、精神家园
D946828C-997D-48F6-93B8-C2F4B4E54D9C,家里的生物图鉴,好奇求知、和谐共生、探索自然、科普知识、趣味学习
9265A48A-A9BE-46D3-B7BC-4F6D171F47DD,天台上（二次提报）,心灵自由、女性独立、自我发现、跨文化成长、情感觉醒
07C9842B-1EEC-4BF3-8715-ACC33C78BA9A,跨越边界的社区:北京“浙江村”的生活史,人际交往、利益交换、社会变迁、流动人口、真实记录
C3BE2C38-F76B-4C82-B15D-AAE182FAD4AC,长安客,追寻梦想、时代悲歌、命运无常、人生如诗、情感共鸣
B7A535D3-F75A-4388-8F76-B2AEE99DF097,夜晚的潜水艇,想象的力量、自我与世界、穿透现实、梦想与现实、奇幻与现实
7C97C43F-ECAE-4ACB-AE04-641D61F63649,教育的目的,激发自我发展、教育的智慧、知识的活力、浪漫到精确、跨学科联系
14F3D819-1791-4684-9130-4EA327CC2974,口袋神探 第三季（续约）,求真务实、科学探索、智慧勇敢、正义必胜、团结协作
E520BEE9-CA5F-4719-84A8-8B06B90BD734,把自己作为方法,认识自我、自我定位、思维操练、应对困境、创造小世界
9DD12714-D468-4F9E-967B-1A340819C19D,我孤独，但不为寂寞所苦,诗意栖居、热爱自然、内心孤独、生命感悟、世界之美
ED28ABC7-4ABD-4587-B6C1-2512A162DCCE,道德经：全本新译,道法自然、精简之美、古典现代融合、追求高标准、读懂经典
F9330301-6120-4A72-A168-EF04795BCDFE,“安德的游戏”三部曲（续约）,挑战自我、抗争孤独、勇者无畏、探索未知、希望之光
32CEA12D-A98B-454C-9563-B326E7DCB3DC,高效盈利法则,商业成功、盈利为本、流量思维、思维转型、高效盈利
363AF6AB-69CD-4351-A292-43A9F7B2134D,《少年法庭：法医的精神分析笔记》,因果循环、悲悯之心、理解之钥、救赎之道、早期干预
0C9064F2-28CA-4B56-8A7E-54EFCD62504B,《世界尽头的咖啡馆》系列续约,探寻自我、生命意义、目标选择、实践意义、快乐工作
DD513EEE-D524-4D7D-913E-EE2C50518A82,正念的奇迹,活在当下、觉知当下、正念修行、珍视每一刻、迈向解脱
97CD0B79-128A-4DE3-A4AA-E58EAE7F18B5,水母图鉴,发现美好、自然之慰、追求美感、珍视生命、探索未知
5CA6A25F-D67B-4AE4-87F1-E2CB1DFF856C,写作是门手艺,思维提升、写作艺术、常识普及、品味升华、匠心独运
6A465ED0-2746-41CF-9FBC-738929B3BA39,她的名字,追求自由、生命意义、自我探索、珍视人生、感悟生命
FC243E50-7D6E-449E-900C-B16B350379AD,论选择的艺术,明晰选择、自我呈现、人生原则、关注当下、辨明是非
E4657EEF-A515-4F7A-99DA-2879E21E33BF,四大圣哲,精神觉醒、思想创新、寻找生命答案、反对战争、理性与精神力量
D8DB6B8E-84A0-4460-855B-40CD746D8ACC,你一定要幸福：阿德勒的哲学课,寻求幸福、适合最好、好好活着、发现幸福、重启人生
95D56E94-C187-492D-A8B6-5E190D9574C6,女性与社会权力系统,性别平等、女性独立、权力争取、消除偏见、女性力量
32A7B635-329F-4419-887A-A6E7639FC1D7,道德情操论,道德契约、同情本性、利他之桥、情感理性、自我要求
F473CC99-F14A-40FB-8E8A-E73FD7A76CB5,赞美闲散,工作观重塑、闲暇的价值、追求幸福、反工作狂热、智慧生活
75D76BF8-65FB-43D3-8170-8170201A74E6,女儿得了躁郁症,母爱无疆、坚韧不拔、希望不灭、共克时艰、爱的力量
75773F7E-4701-4457-AB4B-145841B39973,《阅历・2025》,阅读经典、智慧启迪、名著风采、精神盛宴、每周一书
B153FBE1-B4FF-48C7-A3CF-083583273408,我的植物朋友,敬畏自然、万物有灵、自然疗愈、热爱生命、科普知识
15252D34-4F2D-42B4-8103-5FAEE71FBFCA,死在火星上,珍视生命、坚韧不拔、人性光辉、探索未知、勇往直前
D6BD4D63-4939-49BD-9775-A1728FC2B0A7,她控诉,公平正义、自主同意、真相难寻、疑云重重、冲破障碍
2C109408-E481-45F9-B8F7-83D3D96D12E0,解开关系的难题,关系中求索、倾听与支持、警觉卡点迷局、共鸣与启发、难题与新答
AD392DAC-49B7-40AB-B6DB-60AAD98A7314,痴语,人生无常、真实诉说、言简意深、人性书写、思想灵光
25EF71F7-5702-4400-842D-AE2528D44EC9,老妓抄,生命之力、逆境乐观、性别平等、尊重差异、重生自我
7F58F080-89FD-41A1-90FE-6C752D1D6D40,英才是怎样造就的2,点燃智慧、乐学善教、激发潜能、成才设计、教育力量
DAA7BBCC-A4CB-47C4-B339-0E67294AE357,再过一次暑假吧,自我和解、治愈心灵、乐观生活、放慢节奏、暑假疗愈
1F0C123A-4A34-4C5D-919F-575C3A2EFF77,牛津高中英语词典,知识改变命运、全能工具书、学习提升能力、应试好帮手、英语案头老师
D76FFE0B-9AB4-4729-9275-B6BDA40BCE17,《十二年 成就孩子的关键支点》,点燃智慧、乐学善思、授人以渔、梦想激励、成就未来
4406B34D-EF8B-4EBF-9BED-6BAA8A5E40A8,阿加莎・克里斯蒂经典作品集,正义必胜、真相至上、人性洞察、社会反思、推理魅力
15D98E16-9151-4654-99E0-137F60554C98,被侮辱与被损害的人,利己主义、爱与宽恕、反抗不公、人性探索、善恶有报
